,ICD10_CODE,ALT_CODE,USAGE,USAGE_UK,DESCRIPTION,MODIFIER_4,MODIFIER_5,QUALIFIERS,GENDER_MASK,MIN_AGE,MAX_AGE,TREE_DESCRIPTION
15620,X27.9,X279,DEFAULT,0.0,Contact with other specified venomous animals,Unspecified place, , , , , , 
15621,X28,X28,DEFAULT,0.0,Contact with other specified venomous plants, , , , , , , 
15622,X28.0,X280,DEFAULT,0.0,Contact with other specified venomous plants,Home, , , , , , 
15623,X28.1,X281,DEFAULT,0.0,Contact with other specified venomous plants,Residential institution, , , , , , 
15624,X28.2,X282,DEFAULT,0.0,Contact with other specified venomous plants,"School, other institution and public administrative area", , , , , , 
15625,X28.3,X283,DEFAULT,0.0,Contact with other specified venomous plants,Sports and athletics area, , , , , , 
15626,X28.4,X284,DEFAULT,0.0,Contact with other specified venomous plants,Street and highway, , , , , , 
15627,X28.5,X285,DEFAULT,0.0,Contact with other specified venomous plants,Trade and service area, , , , , , 
15628,X28.6,X286,DEFAULT,0.0,Contact with other specified venomous plants,Industrial and construction area, , , , , , 
15629,X28.7,X287,DEFAULT,0.0,Contact with other specified venomous plants,Farm, , , , , , 
15630,X28.8,X288,DEFAULT,0.0,Contact with other specified venomous plants,Other specified places, , , , , , 
15631,X28.9,X289,DEFAULT,0.0,Contact with other specified venomous plants,Unspecified place, , , , , , 
15632,X29,X29,DEFAULT,0.0,Contact with unspecified venomous animal or plant, , , , , , , 
15633,X29.0,X290,DEFAULT,0.0,Contact with unspecified venomous animal or plant,Home, , , , , , 
15634,X29.1,X291,DEFAULT,0.0,Contact with unspecified venomous animal or plant,Residential institution, , , , , , 
15635,X29.2,X292,DEFAULT,0.0,Contact with unspecified venomous animal or plant,"School, other institution and public administrative area", , , , , , 
15636,X29.3,X293,DEFAULT,0.0,Contact with unspecified venomous animal or plant,Sports and athletics area, , , , , , 
15637,X29.4,X294,DEFAULT,0.0,Contact with unspecified venomous animal or plant,Street and highway, , , , , , 
15638,X29.5,X295,DEFAULT,0.0,Contact with unspecified venomous animal or plant,Trade and service area, , , , , , 
15639,X29.6,X296,DEFAULT,0.0,Contact with unspecified venomous animal or plant,Industrial and construction area, , , , , , 
15640,X29.7,X297,DEFAULT,0.0,Contact with unspecified venomous animal or plant,Farm, , , , , , 
15641,X29.8,X298,DEFAULT,0.0,Contact with unspecified venomous animal or plant,Other specified places, , , , , , 
15642,X29.9,X299,DEFAULT,0.0,Contact with unspecified venomous animal or plant,Unspecified place, , , , , , 
15643,X30,X30,DEFAULT,0.0,Exposure to excessive natural heat, , , , , , , 
15644,X30.0,X300,DEFAULT,0.0,Exposure to excessive natural heat,Home, , , , , , 
15645,X30.1,X301,DEFAULT,0.0,Exposure to excessive natural heat,Residential institution, , , , , , 
15646,X30.2,X302,DEFAULT,0.0,Exposure to excessive natural heat,"School, other institution and public administrative area", , , , , , 
15647,X30.3,X303,DEFAULT,0.0,Exposure to excessive natural heat,Sports and athletics area, , , , , , 
15648,X30.4,X304,DEFAULT,0.0,Exposure to excessive natural heat,Street and highway, , , , , , 
15649,X30.5,X305,DEFAULT,0.0,Exposure to excessive natural heat,Trade and service area, , , , , , 
15650,X30.6,X306,DEFAULT,0.0,Exposure to excessive natural heat,Industrial and construction area, , , , , , 
15651,X30.7,X307,DEFAULT,0.0,Exposure to excessive natural heat,Farm, , , , , , 
15652,X30.8,X308,DEFAULT,0.0,Exposure to excessive natural heat,Other specified places, , , , , , 
15653,X30.9,X309,DEFAULT,0.0,Exposure to excessive natural heat,Unspecified place, , , , , , 
15654,X31,X31,DEFAULT,0.0,Exposure to excessive natural cold, , , , , , , 
15655,X31.0,X310,DEFAULT,0.0,Exposure to excessive natural cold,Home, , , , , , 
15656,X31.1,X311,DEFAULT,0.0,Exposure to excessive natural cold,Residential institution, , , , , , 
15657,X31.2,X312,DEFAULT,0.0,Exposure to excessive natural cold,"School, other institution and public administrative area", , , , , , 
15658,X31.3,X313,DEFAULT,0.0,Exposure to excessive natural cold,Sports and athletics area, , , , , , 
15659,X31.4,X314,DEFAULT,0.0,Exposure to excessive natural cold,Street and highway, , , , , , 
15660,X31.5,X315,DEFAULT,0.0,Exposure to excessive natural cold,Trade and service area, , , , , , 
15661,X31.6,X316,DEFAULT,0.0,Exposure to excessive natural cold,Industrial and construction area, , , , , , 
15662,X31.7,X317,DEFAULT,0.0,Exposure to excessive natural cold,Farm, , , , , , 
15663,X31.8,X318,DEFAULT,0.0,Exposure to excessive natural cold,Other specified places, , , , , , 
15664,X31.9,X319,DEFAULT,0.0,Exposure to excessive natural cold,Unspecified place, , , , , , 
15665,X32,X32,DEFAULT,0.0,Exposure to sunlight, , , , , , , 
15666,X32.0,X320,DEFAULT,0.0,Exposure to sunlight,Home, , , , , , 
15667,X32.1,X321,DEFAULT,0.0,Exposure to sunlight,Residential institution, , , , , , 
15668,X32.2,X322,DEFAULT,0.0,Exposure to sunlight,"School, other institution and public administrative area", , , , , , 
15669,X32.3,X323,DEFAULT,0.0,Exposure to sunlight,Sports and athletics area, , , , , , 
15670,X32.4,X324,DEFAULT,0.0,Exposure to sunlight,Street and highway, , , , , , 
15671,X32.5,X325,DEFAULT,0.0,Exposure to sunlight,Trade and service area, , , , , , 
15672,X32.6,X326,DEFAULT,0.0,Exposure to sunlight,Industrial and construction area, , , , , , 
15673,X32.7,X327,DEFAULT,0.0,Exposure to sunlight,Farm, , , , , , 
15674,X32.8,X328,DEFAULT,0.0,Exposure to sunlight,Other specified places, , , , , , 
15675,X32.9,X329,DEFAULT,0.0,Exposure to sunlight,Unspecified place, , , , , , 
15676,X33,X33,DEFAULT,0.0,Victim of lightning, , , , , , , 
15677,X33.0,X330,DEFAULT,0.0,Victim of lightning,Home, , , , , , 
15678,X33.1,X331,DEFAULT,0.0,Victim of lightning,Residential institution, , , , , , 
15679,X33.2,X332,DEFAULT,0.0,Victim of lightning,"School, other institution and public administrative area", , , , , , 
15680,X33.3,X333,DEFAULT,0.0,Victim of lightning,Sports and athletics area, , , , , , 
15681,X33.4,X334,DEFAULT,0.0,Victim of lightning,Street and highway, , , , , , 
15682,X33.5,X335,DEFAULT,0.0,Victim of lightning,Trade and service area, , , , , , 
15683,X33.6,X336,DEFAULT,0.0,Victim of lightning,Industrial and construction area, , , , , , 
15684,X33.7,X337,DEFAULT,0.0,Victim of lightning,Farm, , , , , , 
15685,X33.8,X338,DEFAULT,0.0,Victim of lightning,Other specified places, , , , , , 
15686,X33.9,X339,DEFAULT,0.0,Victim of lightning,Unspecified place, , , , , , 
15687,X34,X34,DEFAULT,0.0,Victim of earthquake, , , , , , , 
15688,X34.0,X340,DEFAULT,0.0,Victim of earthquake,Home, , , , , , 
15689,X34.1,X341,DEFAULT,0.0,Victim of earthquake,Residential institution, , , , , , 
15690,X34.2,X342,DEFAULT,0.0,Victim of earthquake,"School, other institution and public administrative area", , , , , , 
15691,X34.3,X343,DEFAULT,0.0,Victim of earthquake,Sports and athletics area, , , , , , 
15692,X34.4,X344,DEFAULT,0.0,Victim of earthquake,Street and highway, , , , , , 
15693,X34.5,X345,DEFAULT,0.0,Victim of earthquake,Trade and service area, , , , , , 
15694,X34.6,X346,DEFAULT,0.0,Victim of earthquake,Industrial and construction area, , , , , , 
15695,X34.7,X347,DEFAULT,0.0,Victim of earthquake,Farm, , , , , , 
15696,X34.8,X348,DEFAULT,0.0,Victim of earthquake,Other specified places, , , , , , 
15697,X34.9,X349,DEFAULT,0.0,Victim of earthquake,Unspecified place, , , , , , 
15698,X35,X35,DEFAULT,0.0,Victim of volcanic eruption, , , , , , , 
15699,X35.0,X350,DEFAULT,0.0,Victim of volcanic eruption,Home, , , , , , 
15700,X35.1,X351,DEFAULT,0.0,Victim of volcanic eruption,Residential institution, , , , , , 
15701,X35.2,X352,DEFAULT,0.0,Victim of volcanic eruption,"School, other institution and public administrative area", , , , , , 
15702,X35.3,X353,DEFAULT,0.0,Victim of volcanic eruption,Sports and athletics area, , , , , , 
15703,X35.4,X354,DEFAULT,0.0,Victim of volcanic eruption,Street and highway, , , , , , 
15704,X35.5,X355,DEFAULT,0.0,Victim of volcanic eruption,Trade and service area, , , , , , 
15705,X35.6,X356,DEFAULT,0.0,Victim of volcanic eruption,Industrial and construction area, , , , , , 
15706,X35.7,X357,DEFAULT,0.0,Victim of volcanic eruption,Farm, , , , , , 
15707,X35.8,X358,DEFAULT,0.0,Victim of volcanic eruption,Other specified places, , , , , , 
15708,X35.9,X359,DEFAULT,0.0,Victim of volcanic eruption,Unspecified place, , , , , , 
15709,X36,X36,DEFAULT,0.0,"Victim of avalanche, landslide and other earth movements", , , , , , , 
15710,X36.0,X360,DEFAULT,0.0,"Victim of avalanche, landslide and other earth movements",Home, , , , , , 
15711,X36.1,X361,DEFAULT,0.0,"Victim of avalanche, landslide and other earth movements",Residential institution, , , , , , 
15712,X36.2,X362,DEFAULT,0.0,"Victim of avalanche, landslide and other earth movements","School, other institution and public administrative area", , , , , , 
15713,X36.3,X363,DEFAULT,0.0,"Victim of avalanche, landslide and other earth movements",Sports and athletics area, , , , , , 
15714,X36.4,X364,DEFAULT,0.0,"Victim of avalanche, landslide and other earth movements",Street and highway, , , , , , 
15715,X36.5,X365,DEFAULT,0.0,"Victim of avalanche, landslide and other earth movements",Trade and service area, , , , , , 
15716,X36.6,X366,DEFAULT,0.0,"Victim of avalanche, landslide and other earth movements",Industrial and construction area, , , , , , 
15717,X36.7,X367,DEFAULT,0.0,"Victim of avalanche, landslide and other earth movements",Farm, , , , , , 
15718,X36.8,X368,DEFAULT,0.0,"Victim of avalanche, landslide and other earth movements",Other specified places, , , , , , 
15719,X36.9,X369,DEFAULT,0.0,"Victim of avalanche, landslide and other earth movements",Unspecified place, , , , , , 
15720,X37,X37,DEFAULT,0.0,Victim of cataclysmic storm, , , , , , , 
15721,X37.0,X370,DEFAULT,0.0,Victim of cataclysmic storm,Home, , , , , , 
15722,X37.1,X371,DEFAULT,0.0,Victim of cataclysmic storm,Residential institution, , , , , , 
15723,X37.2,X372,DEFAULT,0.0,Victim of cataclysmic storm,"School, other institution and public administrative area", , , , , , 
15724,X37.3,X373,DEFAULT,0.0,Victim of cataclysmic storm,Sports and athletics area, , , , , , 
15725,X37.4,X374,DEFAULT,0.0,Victim of cataclysmic storm,Street and highway, , , , , , 
15726,X37.5,X375,DEFAULT,0.0,Victim of cataclysmic storm,Trade and service area, , , , , , 
15727,X37.6,X376,DEFAULT,0.0,Victim of cataclysmic storm,Industrial and construction area, , , , , , 
15728,X37.7,X377,DEFAULT,0.0,Victim of cataclysmic storm,Farm, , , , , , 
15729,X37.8,X378,DEFAULT,0.0,Victim of cataclysmic storm,Other specified places, , , , , , 
15730,X37.9,X379,DEFAULT,0.0,Victim of cataclysmic storm,Unspecified place, , , , , , 
15731,X38,X38,DEFAULT,0.0,Victim of flood, , , , , , , 
15732,X38.0,X380,DEFAULT,0.0,Victim of flood,Home, , , , , , 
15733,X38.1,X381,DEFAULT,0.0,Victim of flood,Residential institution, , , , , , 
15734,X38.2,X382,DEFAULT,0.0,Victim of flood,"School, other institution and public administrative area", , , , , , 
15735,X38.3,X383,DEFAULT,0.0,Victim of flood,Sports and athletics area, , , , , , 
15736,X38.4,X384,DEFAULT,0.0,Victim of flood,Street and highway, , , , , , 
15737,X38.5,X385,DEFAULT,0.0,Victim of flood,Trade and service area, , , , , , 
15738,X38.6,X386,DEFAULT,0.0,Victim of flood,Industrial and construction area, , , , , , 
15739,X38.7,X387,DEFAULT,0.0,Victim of flood,Farm, , , , , , 
15740,X38.8,X388,DEFAULT,0.0,Victim of flood,Other specified places, , , , , , 
15741,X38.9,X389,DEFAULT,0.0,Victim of flood,Unspecified place, , , , , , 
15742,X39,X39,DEFAULT,0.0,Exposure to other and unspecified forces of nature, , , , , , , 
15743,X39.0,X390,DEFAULT,0.0,Exposure to other and unspecified forces of nature,Home, , , , , , 
15744,X39.1,X391,DEFAULT,0.0,Exposure to other and unspecified forces of nature,Residential institution, , , , , , 
15745,X39.2,X392,DEFAULT,0.0,Exposure to other and unspecified forces of nature,"School, other institution and public administrative area", , , , , , 
15746,X39.3,X393,DEFAULT,0.0,Exposure to other and unspecified forces of nature,Sports and athletics area, , , , , , 
15747,X39.4,X394,DEFAULT,0.0,Exposure to other and unspecified forces of nature,Street and highway, , , , , , 
15748,X39.5,X395,DEFAULT,0.0,Exposure to other and unspecified forces of nature,Trade and service area, , , , , , 
15749,X39.6,X396,DEFAULT,0.0,Exposure to other and unspecified forces of nature,Industrial and construction area, , , , , , 
15750,X39.7,X397,DEFAULT,0.0,Exposure to other and unspecified forces of nature,Farm, , , , , , 
15751,X39.8,X398,DEFAULT,0.0,Exposure to other and unspecified forces of nature,Other specified places, , , , , , 
15752,X39.9,X399,DEFAULT,0.0,Exposure to other and unspecified forces of nature,Unspecified place, , , , , , 
15753,X40,X40,DEFAULT,0.0,"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics", , , , , , , 
15754,X40.0,X400,DEFAULT,0.0,"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Home, , , , , , 
15755,X40.1,X401,DEFAULT,0.0,"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Residential institution, , , , , , 
15756,X40.2,X402,DEFAULT,0.0,"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics","School, other institution and public administrative area", , , , , , 
15757,X40.3,X403,DEFAULT,0.0,"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Sports and athletics area, , , , , , 
15758,X40.4,X404,DEFAULT,0.0,"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Street and highway, , , , , , 
15759,X40.5,X405,DEFAULT,0.0,"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Trade and service area, , , , , , 
15760,X40.6,X406,DEFAULT,0.0,"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Industrial and construction area, , , , , , 
15761,X40.7,X407,DEFAULT,0.0,"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Farm, , , , , , 
15762,X40.8,X408,DEFAULT,0.0,"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Other specified places, , , , , , 
15763,X40.9,X409,DEFAULT,0.0,"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Unspecified place, , , , , , 
15764,X41,X41,DEFAULT,0.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not e", , , , , , , 
15765,X41.0,X410,DEFAULT,0.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not e",Home, , , , , , 
15766,X41.1,X411,DEFAULT,0.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not e",Residential institution, , , , , , 
15767,X41.2,X412,DEFAULT,0.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not e","School, other institution and public administrative area", , , , , , 
15768,X41.3,X413,DEFAULT,0.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not e",Sports and athletics area, , , , , , 
15769,X41.4,X414,DEFAULT,0.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not e",Street and highway, , , , , , 
15770,X41.5,X415,DEFAULT,0.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not e",Trade and service area, , , , , , 
15771,X41.6,X416,DEFAULT,0.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not e",Industrial and construction area, , , , , , 
15772,X41.7,X417,DEFAULT,0.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not e",Farm, , , , , , 
15773,X41.8,X418,DEFAULT,0.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not e",Other specified places, , , , , , 
15774,X41.9,X419,DEFAULT,0.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not e",Unspecified place, , , , , , 
15775,X42,X42,DEFAULT,0.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified", , , , , , , 
15776,X42.0,X420,DEFAULT,0.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",Home, , , , , , 
15777,X42.1,X421,DEFAULT,0.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",Residential institution, , , , , , 
15778,X42.2,X422,DEFAULT,0.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","School, other institution and public administrative area", , , , , , 
15779,X42.3,X423,DEFAULT,0.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",Sports and athletics area, , , , , , 
15780,X42.4,X424,DEFAULT,0.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",Street and highway, , , , , , 
15781,X42.5,X425,DEFAULT,0.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",Trade and service area, , , , , , 
15782,X42.6,X426,DEFAULT,0.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",Industrial and construction area, , , , , , 
15783,X42.7,X427,DEFAULT,0.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",Farm, , , , , , 
15784,X42.8,X428,DEFAULT,0.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",Other specified places, , , , , , 
15785,X42.9,X429,DEFAULT,0.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",Unspecified place, , , , , , 
15786,X43,X43,DEFAULT,0.0,Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system, , , , , , , 
15787,X43.0,X430,DEFAULT,0.0,Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system,Home, , , , , , 
15788,X43.1,X431,DEFAULT,0.0,Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system,Residential institution, , , , , , 
15789,X43.2,X432,DEFAULT,0.0,Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system,"School, other institution and public administrative area", , , , , , 
15790,X43.3,X433,DEFAULT,0.0,Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system,Sports and athletics area, , , , , , 
15791,X43.4,X434,DEFAULT,0.0,Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system,Street and highway, , , , , , 
15792,X43.5,X435,DEFAULT,0.0,Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system,Trade and service area, , , , , , 
15793,X43.6,X436,DEFAULT,0.0,Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system,Industrial and construction area, , , , , , 
15794,X43.7,X437,DEFAULT,0.0,Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system,Farm, , , , , , 
15795,X43.8,X438,DEFAULT,0.0,Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system,Other specified places, , , , , , 
15796,X43.9,X439,DEFAULT,0.0,Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system,Unspecified place, , , , , , 
15797,X44,X44,DEFAULT,0.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances", , , , , , , 
15798,X44.0,X440,DEFAULT,0.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Home, , , , , , 
15799,X44.1,X441,DEFAULT,0.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Residential institution, , , , , , 
15800,X44.2,X442,DEFAULT,0.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","School, other institution and public administrative area", , , , , , 
15801,X44.3,X443,DEFAULT,0.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Sports and athletics area, , , , , , 
15802,X44.4,X444,DEFAULT,0.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Street and highway, , , , , , 
15803,X44.5,X445,DEFAULT,0.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Trade and service area, , , , , , 
15804,X44.6,X446,DEFAULT,0.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Industrial and construction area, , , , , , 
15805,X44.7,X447,DEFAULT,0.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Farm, , , , , , 
15806,X44.8,X448,DEFAULT,0.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Other specified places, , , , , , 
15807,X44.9,X449,DEFAULT,0.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Unspecified place, , , , , , 
15808,X45,X45,DEFAULT,0.0,Accidental poisoning by and exposure to alcohol, , , , , , , 
15809,X45.0,X450,DEFAULT,0.0,Accidental poisoning by and exposure to alcohol,Home, , , , , , 
15810,X45.1,X451,DEFAULT,0.0,Accidental poisoning by and exposure to alcohol,Residential institution, , , , , , 
15811,X45.2,X452,DEFAULT,0.0,Accidental poisoning by and exposure to alcohol,"School, other institution and public administrative area", , , , , , 
15812,X45.3,X453,DEFAULT,0.0,Accidental poisoning by and exposure to alcohol,Sports and athletics area, , , , , , 
15813,X45.4,X454,DEFAULT,0.0,Accidental poisoning by and exposure to alcohol,Street and highway, , , , , , 
15814,X45.5,X455,DEFAULT,0.0,Accidental poisoning by and exposure to alcohol,Trade and service area, , , , , , 
15815,X45.6,X456,DEFAULT,0.0,Accidental poisoning by and exposure to alcohol,Industrial and construction area, , , , , , 
15816,X45.7,X457,DEFAULT,0.0,Accidental poisoning by and exposure to alcohol,Farm, , , , , , 
15817,X45.8,X458,DEFAULT,0.0,Accidental poisoning by and exposure to alcohol,Other specified places, , , , , , 
15818,X45.9,X459,DEFAULT,0.0,Accidental poisoning by and exposure to alcohol,Unspecified place, , , , , , 
15819,X46,X46,DEFAULT,0.0,Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, , , , , , , 
15820,X46.0,X460,DEFAULT,0.0,Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,Home, , , , , , 
15821,X46.1,X461,DEFAULT,0.0,Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,Residential institution, , , , , , 
15822,X46.2,X462,DEFAULT,0.0,Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,"School, other institution and public administrative area", , , , , , 
15823,X46.3,X463,DEFAULT,0.0,Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,Sports and athletics area, , , , , , 
15824,X46.4,X464,DEFAULT,0.0,Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,Street and highway, , , , , , 
15825,X46.5,X465,DEFAULT,0.0,Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,Trade and service area, , , , , , 
15826,X46.6,X466,DEFAULT,0.0,Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,Industrial and construction area, , , , , , 
15827,X46.7,X467,DEFAULT,0.0,Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,Farm, , , , , , 
15828,X46.8,X468,DEFAULT,0.0,Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,Other specified places, , , , , , 
15829,X46.9,X469,DEFAULT,0.0,Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,Unspecified place, , , , , , 
15830,X47,X47,DEFAULT,0.0,Accidental poisoning by and exposure to other gases and vapours, , , , , , , 
15831,X47.0,X470,DEFAULT,0.0,Accidental poisoning by and exposure to other gases and vapours,Home, , , , , , 
15832,X47.1,X471,DEFAULT,0.0,Accidental poisoning by and exposure to other gases and vapours,Residential institution, , , , , , 
15833,X47.2,X472,DEFAULT,0.0,Accidental poisoning by and exposure to other gases and vapours,"School, other institution and public administrative area", , , , , , 
15834,X47.3,X473,DEFAULT,0.0,Accidental poisoning by and exposure to other gases and vapours,Sports and athletics area, , , , , , 
15835,X47.4,X474,DEFAULT,0.0,Accidental poisoning by and exposure to other gases and vapours,Street and highway, , , , , , 
15836,X47.5,X475,DEFAULT,0.0,Accidental poisoning by and exposure to other gases and vapours,Trade and service area, , , , , , 
15837,X47.6,X476,DEFAULT,0.0,Accidental poisoning by and exposure to other gases and vapours,Industrial and construction area, , , , , , 
15838,X47.7,X477,DEFAULT,0.0,Accidental poisoning by and exposure to other gases and vapours,Farm, , , , , , 
15839,X47.8,X478,DEFAULT,0.0,Accidental poisoning by and exposure to other gases and vapours,Other specified places, , , , , , 
15840,X47.9,X479,DEFAULT,0.0,Accidental poisoning by and exposure to other gases and vapours,Unspecified place, , , , , , 
15841,X48,X48,DEFAULT,0.0,Accidental poisoning by and exposure to pesticides, , , , , , , 
15842,X48.0,X480,DEFAULT,0.0,Accidental poisoning by and exposure to pesticides,Home, , , , , , 
15843,X48.1,X481,DEFAULT,0.0,Accidental poisoning by and exposure to pesticides,Residential institution, , , , , , 
15844,X48.2,X482,DEFAULT,0.0,Accidental poisoning by and exposure to pesticides,"School, other institution and public administrative area", , , , , , 
15845,X48.3,X483,DEFAULT,0.0,Accidental poisoning by and exposure to pesticides,Sports and athletics area, , , , , , 
15846,X48.4,X484,DEFAULT,0.0,Accidental poisoning by and exposure to pesticides,Street and highway, , , , , , 
15847,X48.5,X485,DEFAULT,0.0,Accidental poisoning by and exposure to pesticides,Trade and service area, , , , , , 
15848,X48.6,X486,DEFAULT,0.0,Accidental poisoning by and exposure to pesticides,Industrial and construction area, , , , , , 
15849,X48.7,X487,DEFAULT,0.0,Accidental poisoning by and exposure to pesticides,Farm, , , , , , 
15850,X48.8,X488,DEFAULT,0.0,Accidental poisoning by and exposure to pesticides,Other specified places, , , , , , 
15851,X48.9,X489,DEFAULT,0.0,Accidental poisoning by and exposure to pesticides,Unspecified place, , , , , , 
15852,X49,X49,DEFAULT,0.0,Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances, , , , , , , 
15853,X49.0,X490,DEFAULT,0.0,Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,Home, , , , , , 
15854,X49.1,X491,DEFAULT,0.0,Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,Residential institution, , , , , , 
15855,X49.2,X492,DEFAULT,0.0,Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,"School, other institution and public administrative area", , , , , , 
15856,X49.3,X493,DEFAULT,0.0,Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,Sports and athletics area, , , , , , 
15857,X49.4,X494,DEFAULT,0.0,Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,Street and highway, , , , , , 
15858,X49.5,X495,DEFAULT,0.0,Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,Trade and service area, , , , , , 
15859,X49.6,X496,DEFAULT,0.0,Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,Industrial and construction area, , , , , , 
15860,X49.7,X497,DEFAULT,0.0,Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,Farm, , , , , , 
15861,X49.8,X498,DEFAULT,0.0,Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,Other specified places, , , , , , 
15862,X49.9,X499,DEFAULT,0.0,Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,Unspecified place, , , , , , 
